,,,,,,,Sales Quantity by Month,,,
,EightCig,,,,,,,,,
,"3010 E Alexander Rd
Ste #1002
North Las Vegas, NV 89030
(702) 415-5263  
info@eightcig.com",,,,,,,,,
,,,,,Date Range: 01/01/2019 - 12/31/2019,,,,,
,,,,2019,,,,,,Total
,,,,January,,February,,March,Year Total,
LV1000004,,"GeekVape Aegis Kit Without Battery, Gunmetal",ea,16,,2,,0,18,18
LV1000015,,GeekVape Loop 24mm RDA Gunmetal,ea,1,,5,,0,6,6
LV1000031,,Clown Crush 30ML 3MG,ea,1,,2,,0,3,3
LV1000037,,Bad Drip Farley's Gnarly Sauce 30ML 3MG,ea,2,,2,,0,4,4
LV1000040,,Bad Drip Cereal Trip 30ML 3MG,ea,2,,1,,0,3,3
LV1000043,,Bad Drip Bad Blood 30ML 3MG,ea,2,,1,,0,3,3
LV1000046,,Bad Drip Dont Care Bear 30ML 3MG,ea,2,,0,,0,2,2
LV1000048,,Clown Skitzo 60ML 0MG,ea,1,,1,,0,2,2
LV1000049,,Clown Skitzo 60ML 3MG,ea,7,,3,,1,11,11
LV1000050,,Clown Skitzo 60ML 6MG,ea,2,,5,,1,8,8
LV1000051,,Clown Drooly 60ML 0MG,ea,8,,2,,2,12,12
LV1000052,,Clown Drooly 60ML 3MG,ea,39,,34,,12,85,85
LV1000053,,Clown Drooly 60ML 6MG,ea,13,,11,,2,26,26
LV1000055,,Bad Drip Ugly Butter 30ML 3MG,ea,2,,1,,0,3,3
LV1000070,,Kendo Man 100ml - 0mg,ea,4,,1,,1,6,6
LV1000072,,Kendo Man 100ml - 3mg,ea,20,,14,,6,40,40
LV1000073,,Kendo Man 100ml - 6mg,ea,9,,5,,1,15,15
LV1000294,Burst Blizzard E Liquid Berry-Burst 60ml 6MG,ea,45,29,16,90,90
LV1000295,Burst Blizzard E Liquid Melon-Burst 60ml 0MG,ea,8,5,1,14,14
,,,2019,,,,Total
,,,January,February,March,Year Total,
LV1000296,Burst Blizzard E Liquid Melon-Burst 60ml 3MG,ea,104,50,7,161,161
LV1000297,Burst Blizzard E Liquid Melon-Burst 60ml 6MG,ea,60,25,6,91,91
LV1000298,Clown Crush 120ml 0MG,ea,0,1,0,1,1
LV1000299,Clown Crush 120ml 3MG,ea,12,25,4,41,41
LV1000300,Clown Crush 120ml 6MG,ea,9,16,0,25,25
LV1000301,Clown Crush 60ml 0MG,ea,1,0,1,2,2
LV1000302,Clown Crush 60ml 3MG,ea,1,5,1,7,7
LV1000303,Clown Crush 60ml 6MG,ea,3,2,0,5,5
LV1000304,Clown Drooly 120ml 0MG,ea,5,0,0,5,5
LV1000305,Clown Drooly 120ml 3MG,ea,21,46,9,76,76
LV1000306,Clown Drooly 120ml 6MG,ea,8,7,2,17,17
LV1000307,Clown Pennywise Iced Out 60ml 0MG,ea,2,0,0,2,2
LV1000308,Clown Pennywise Iced Out 60ml 3MG,ea,22,20,7,49,49
LV1000309,Clown Pennywise Iced Out 60ml 6MG,ea,12,13,0,25,25
LV1000310,Smok TFV12 Prince Mesh Coil (3 pack),ea,"2,499","1,399",124,"4,022","4,022"
LV1000311,Smok V8 Baby T12 Light Coil - Red (5 pack),ea,36,27,3,66,66
LV1000312,Smok V8 Baby T12 Light Coil - Orange (5 pack),ea,5,9,1,15,15
LV1000313,Smok V8 Baby T12 Light Coil - Green (5 pack),ea,18,24,6,48,48
LV1000318,Dovpo M VV Mod SE - Gold Monkey,ea,9,10,3,22,22
LV1000319,Dovpo M VV Mod SE - Silver Monkey,ea,9,6,0,15,15
LV1000320,Dovpo M VV Mod SE - Gold Samurai,ea,16,0,0,16,16
LV1000321,Dovpo M VV Mod SE - Silver Samurai,ea,7,0,0,7,7
,,,2019,,,,Total
,,,January,February,March,Year Total,
LV1000322,Dovpo M VV Mod SE - Batik Version 1,ea,11,8,2,21,21
LV1000323,Dovpo M VV Mod SE - Batik Version 2,ea,12,7,1,20,20
LV1000324,Dovpo M VV Mod SE - Gold Skull,ea,1,0,0,1,1
LV1000326,Asmodus 510 Bubba Drip Tip,ea,10,3,0,13,13
LV1000337,Steezy E Liquid The Biz 100ml 3MG,ea,17,0,0,17,17
LV1000338,Steezy E Liquid The Biz 100ml 6MG,ea,17,0,3,20,20
LV1000340,Steezy E Liquid The Blu 100ml 3MG,ea,36,10,0,46,46
LV1000341,Steezy E Liquid The Blu 100ml 6MG,ea,18,7,0,25,25
LV1000342,Taruto Salt 30ML 50mg - Yami Vapor,ea,92,142,19,253,253
LV1000343,Taruto Salt 30ML 35mg - Yami Vapor,ea,144,98,24,266,266
LV1000344,Vaporesso Swag Starter Kit - Matt Black,ea,61,17,3,81,81
LV1000352,Smok Resa Prince Bulb Glass #6 7.5ml,ea,99,62,26,187,187
LV1000366,Hellvape Aequitas RDA 24mm Full Black,ea,1,4,0,5,5
LV1000368,DEAD RABBIT 24 CAPS- SS BUTCHER,ea,4,10,2,16,16
LV1000369,DEAD RABBIT 24 CAPS- BLACK PRIEST,ea,2,0,0,2,2
LV1000371,Ruthless EZ Duz It 120ML - 0mg,ea,6,6,1,13,13
LV1000372,Ruthless EZ Duz It 120ML - 3mg,ea,27,33,21,81,81
LV1000373,Ruthless EZ Duz It 120ML - 6mg,ea,36,38,1,75,75
LV1000374,Ruthless EZ Does It On Ice 60ML - 0mg,ea,1,1,0,2,2
LV1000375,Ruthless EZ Does It On Ice 60ML - 3mg,ea,33,14,0,47,47
,,,2019,,,,Total
,,,January,February,March,Year Total,
LV1000376,Ruthless EZ Does It On Ice 60ML - 6mg,ea,15,43,5,63,63
LV1000377,Ruthless Grape Drank 120ml - 0mg,ea,4,6,0,10,10
LV1000378,Ruthless Grape Drank 120ml - 3mg,ea,32,73,27,132,132
LV1000379,Ruthless Grape Drank 120ml - 6mg,ea,41,17,36,94,94
LV1000380,Ruthless Grape Drank On Ice 120ml - 0mg,ea,6,8,2,16,16
LV1000381,Ruthless Grape Drank On Ice 120ml - 3mg,ea,42,49,0,91,91
LV1000382,Ruthless Grape Drank On Ice 120ml - 6mg,ea,10,12,6,28,28
LV1000383,Ruthless Grape Drank On Ice 60ml - 0mg,ea,0,2,1,3,3
LV1000384,Ruthless Grape Drank On Ice 60ml - 3mg,ea,27,31,0,58,58
LV1000385,Ruthless Grape Drank On Ice 60ml - 6mg,ea,6,7,1,14,14
LV1000386,Ruthless EZ Duz It Salt 30ml - 35mg,ea,1,4,6,11,11
LV1000387,Ruthless EZ Duz It Salt 30ml - 50mg,ea,22,4,1,27,27
LV1000388,Ruthless EZ Duz It On Ice Salt 30ml - 35mg,ea,0,76,0,76,76
LV1000389,Ruthless EZ Duz It On Ice Salt 30ml - 50mg,ea,17,49,0,66,66
LV1000390,Ruthless Grape Drank Salt 30ml - 35mg,ea,17,140,0,157,157
LV1000391,Ruthless Grape Drank Salt 30ml - 50mg,ea,6,63,3,72,72
LV1000392,Ruthless Grape Drank On Ice Salt 30ml - 35mg,ea,16,9,3,28,28
LV1000393,Ruthless Grape Drank On Ice Salt 30ml - 50mg,ea,11,12,4,27,27
LV1000394,Ruthless Swamp Thang Salt 30ml - 35mg,ea,2,4,3,9,9
LV1000395,Ruthless Swamp Thang Salt 30ml - 50mg,ea,7,9,2,18,18
,,,2019,,,,Total
,,,January,February,March,Year Total,
LV1000396,Ruthless Slurricane 120ML- 0mg,ea,4,3,1,8,8
LV1000397,Ruthless Slurricane 120ML- 3mg,ea,39,21,12,72,72
LV1000398,Ruthless Slurricane 120ML- 6mg,ea,12,7,4,23,23
LV1000399,Ruthless Slurricane 60ML- 0mg,ea,1,0,1,2,2
LV1000400,Ruthless Slurricane 60ML- 3mg,ea,0,0,2,2,2
LV1000402,Ruthless Strizzy120ml -0mg,ea,2,3,1,6,6
LV1000403,Ruthless Strizzy120ml -3mg,ea,30,19,4,53,53
LV1000404,Ruthless Strizzy120ml -6mg,ea,16,8,0,24,24
LV1000407,Ruthless Strizzy 60ml -6mg,ea,3,0,1,4,4
LV1000408,Ruthless Swamp Thang 120ML -0mg,ea,1,0,0,1,1
LV1000409,Ruthless Swamp Thang 120ML -3mg,ea,23,22,3,48,48
LV1000410,Ruthless Swamp Thang 120ML -6mg,ea,5,10,2,17,17
LV1000411,Ruthless Swamp Thang 60ML -0mg,ea,1,0,0,1,1
LV1000415,Ruthless Tropic Thunda 120ml -3mg,ea,25,14,4,43,43
LV1000417,Ruthless Tropic Thunda 60ml -0mg,ea,1,1,0,2,2
LV1000418,Ruthless Tropic Thunda 60ml -3mg,ea,1,0,0,1,1
LV1000419,Ruthless Tropic Thunda 60ml -6mg,ea,1,0,0,1,1
LV1000422,Asmodus Nefarius RDTA -Black,ea,29,8,0,37,37
LV1000429,iJoy Avenger 270 Kit Mirror Silver,ea,45,19,0,64,64
LV1000430,iJoy Avenger 270 Kit Mirror Green,ea,28,34,4,66,66
LV1000442,iJoy Capo 216 SRDA Kit Matte Gold,ea,0,1,0,1,1
,,,2019,,,,Total
,,,January,February,March,Year Total,
LV1000452,iJoy Combo SRDA Gold,ea,8,4,0,12,12
LV1000453,iJoy Combo SRDA Black,ea,8,8,1,17,17
LV1000454,iJoy Combo SRDA SS,ea,10,10,1,21,21
LV1000455,iJoy Combo SRDA Green,ea,6,1,0,7,7
LV1000458,iJoy Combo SRDA Orange,ea,8,2,0,10,10
LV1000470,IJOY RDTA 5S Tank - White,ea,3,1,1,5,5
LV1000473,The Creator of Flavor Guava Pear Cobbler 100ml -0mg,ea,0,3,1,4,4
LV1000474,The Creator of Flavor Guava Pear Cobbler 100ml -3mg,ea,23,34,2,59,59
LV1000475,The Creator of Flavor Guava Pear Cobbler 100ml -6mg,ea,15,12,1,28,28
LV1000476,The Creator of Flavor Old Fashioned Donut 100ml -0mg,ea,12,0,0,12,12
LV1000477,The Creator of Flavor Old Fashioned Donut 100ml -3mg,ea,1,64,1,66,66
LV1000478,The Creator of Flavor Old Fashioned Donut 100ml -6mg,ea,19,24,2,45,45
LV1000479,Loaded E Liquid 120ml Apple Fritter - 0mg,ea,4,4,2,10,10
LV1000480,Loaded E Liquid 120ml Apple Fritter - 3mg,ea,37,44,17,98,98
LV1000481,Loaded E Liquid 120ml Apple Fritter - 6mg,ea,16,12,4,32,32
LV1000482,Loaded E Liquid Melon MilkShake 120ml - 0mg,ea,6,3,0,9,9
LV1000483,Loaded E Liquid Melon MilkShake 120ml - 3mg,ea,30,80,7,117,117
LV1000484,Loaded E Liquid Melon MilkShake 120ml - 6mg,ea,32,32,4,68,68
LV1000490,ID 1.2ohm Coil (Pack of 5),ea,5,6,1,12,12
LV1000510,iJust 3 Kit Black,ea,1,0,0,1,1
LV1000511,iJust 3 Kit Silver,ea,92,12,0,104,104
LV1000513,iJust 3 Kit Red,ea,86,25,0,111,111
LV1000514,iJust 3 Kit Blue,ea,47,0,0,47,47
,,,2019,,,,Total
,,,January,February,March,Year Total,
LV1000515,iJust 3 Kit Purple,ea,94,24,0,118,118
LV1000518,Vaporesso Traditional NX CCell Coil 1.0ohm 5 Pack,ea,34,39,10,83,83
LV1000519,Vaporesso Stainless Steel CCell Coil 1.0ohm 5 Pack,ea,21,4,0,25,25
LV1000530,Asmodus Lustro 200W Box Mod - Yellow,ea,11,8,3,22,22
LV1000537,Smok X Priv Kit-Prism Red,ea,0,1,3,4,4
LV1000538,Smok X Priv Kit-Prism Green,ea,1,0,0,1,1
LV1000539,Smok TFV12 Prince Bulb Replacement Glass #2,ea,329,64,0,393,393
LV1000544,Roll Upz Blue Raspberry Ice 60ML 0MG,ea,4,0,2,6,6
LV1000545,Roll Upz Blue Raspberry Ice 60ML 3mg,ea,6,0,0,6,6
LV1000546,Roll Upz Blue Raspberry Ice 60ML 6mg,ea,13,7,0,20,20
LV1000547,Bazooka (Kilo Sour Series) Watermelon Sours ICE 100ml 0MG,ea,2,1,0,3,3
LV1000548,Bazooka (Kilo Sour Series) Watermelon Sours ICE 100ml 3MG,ea,34,82,2,118,118
LV1000549,Bazooka (Kilo Sour Series) Watermelon Sours ICE 100ml 6MG,ea,12,50,0,62,62
LV1000550,Bazooka (Kilo Sour Series) Strawberry Sours ICE 100ml 0MG,ea,1,1,0,2,2
LV1000551,Bazooka (Kilo Sour Series) Strawberry Sours ICE 100ml 3MG,ea,17,17,7,41,41
LV1000552,Bazooka (Kilo Sour Series) Strawberry Sours ICE 100ml 6MG,ea,6,7,1,14,14
LV1000556,Bazooka (Kilo Sour Series) Green Apple Sours ICE 100ml 0MG,ea,5,1,0,6,6
,,,2019,,,,Total
,,,January,February,March,Year Total,
LV1000557,Bazooka (Kilo Sour Series) Green Apple Sours ICE 100ml 3MG,ea,49,109,13,171,171
LV1000558,Bazooka (Kilo Sour Series) Green Apple Sours ICE 100ml 6MG,ea,7,40,1,48,48
LV1000559,Aspire Breeze Coil 1.2ohm(Pack of 5),ea,232,193,45,470,470
LV1000561,Juice Roll Upz Brew Eliquid Caramel Frappe 100ml 0MG,ea,16,5,3,24,24
LV1000562,Juice Roll Upz Brew Eliquid Caramel Frappe 100ml 3MG,ea,0,11,9,20,20
LV1000563,Juice Roll Upz Brew Eliquid Caramel Frappe 100ml 6MG,ea,0,5,13,18,18
LV1000564,Juice Roll Upz Brew Eliquid Strawberry Frappe 100ml 0MG,ea,0,2,0,2,2
LV1000565,Juice Roll Upz Brew Eliquid Strawberry Frappe 100ml 3MG,ea,21,6,0,27,27
LV1000566,Juice Roll Upz Brew Eliquid Strawberry Frappe 100ml 6MG,ea,7,11,0,18,18
LV1000576,KangerTech UBoat Kit Black,ea,21,3,0,24,24
LV1000577,SMPO Pod Mango,ea,16,25,4,45,45
LV1000579,Steep Vapor Pop Deez 60ml 0MG,ea,0,1,1,2,2
LV1000580,Steep Vapor Pop Deez 60ml 3MG,ea,13,3,1,17,17
LV1000581,Steep Vapor Pop Deez 60ml 6MG,ea,0,40,1,41,41
LV1000582,Steep Vapor Pop Deez 120ml 0MG,ea,7,3,0,10,10
LV1000583,Steep Vapor Pop Deez 120ml 3MG,ea,91,27,2,120,120
LV1000584,Steep Vapor Pop Deez 120ml 6MG,ea,30,61,0,91,91
LV1000586,Steep Vapor Cinna Pop Deez 60ml 3MG,ea,15,1,0,16,16
,,,2019,,,,Total
,,,January,February,March,Year Total,
LV1000589,Steep Vapor Cinna Pop Deez 120ml 3MG,ea,2,21,1,24,24
LV1000590,Steep Vapor Cinna Pop Deez 120ml 6MG,ea,0,1,0,1,1
LV1000597,Nasty Gold 60ml 0MG,ea,4,1,0,5,5
LV1000598,Nasty Gold 60ml 3MG,ea,62,2,0,64,64
LV1000601,Nasty Silver 60ml 0MG,ea,2,0,0,2,2
LV1000602,Nasty Silver 60ml 3MG,ea,39,2,0,41,41
LV1000603,Nasty Silver 60ml 6MG,ea,6,6,0,12,12
LV1000605,Nasty Bronze 60ml 0MG,ea,2,3,0,5,5
LV1000606,Nasty Bronze 60ml 3MG,ea,14,50,0,64,64
LV1000607,Nasty Bronze 60ml 6MG,ea,19,0,0,19,19
LV1000609,Nasty Cush Man 60ml 0MG,ea,4,20,1,25,25
LV1000610,Nasty Cush Man 60ml 3MG,ea,43,41,17,101,101
LV1000611,Nasty Cush Man 60ml 6MG,ea,14,15,5,34,34
LV1000612,Nasty Cush Man Series Mango Grape 60ml 0MG,ea,0,17,0,17,17
LV1000613,Nasty Cush Man Series Mango Grape 60ml 3MG,ea,25,31,17,73,73
LV1000614,Nasty Cush Man Series Mango Grape 60ml 6MG,ea,12,13,6,31,31
